frame,updown,date,0
28,0.0,2018-03-02,42.060306549072266
29,-1.0,2018-02-27,42.58064651489258
29,-1.0,2018-02-28,42.51619338989258
29,-1.0,2018-03-01,41.77147674560547
29,-1.0,2018-03-02,42.060306549072266
29,-1.0,2018-03-05,42.20589828491211
29,-1.0,2018-03-06,42.17008590698242
29,-1.0,2018-03-07,41.77863693237305
29,-1.0,2018-03-08,42.23454666137695
29,-1.0,2018-03-09,42.96017456054688
29,-1.0,2018-03-12,43.3754997253418
30,0.0,2018-03-07,41.77863693237305
30,0.0,2018-03-08,42.23454666137695
30,0.0,2018-03-09,42.96017456054688
30,0.0,2018-03-12,43.3754997253418
30,0.0,2018-03-13,42.957786560058594
30,0.0,2018-03-14,42.59259033203125
30,0.0,2018-03-15,42.64271545410156
30,0.0,2018-03-16,42.49232482910156
30,0.0,2018-03-19,41.84309768676758
30,0.0,2018-03-20,41.82876586914063
31,1.0,2018-03-12,43.3754997253418
31,1.0,2018-03-13,42.957786560058594
31,1.0,2018-03-14,42.59259033203125
31,1.0,2018-03-15,42.64271545410156
31,1.0,2018-03-16,42.49232482910156
31,1.0,2018-03-19,41.84309768676758
31,1.0,2018-03-20,41.82876586914063
31,1.0,2018-03-21,40.88114929199219
31,1.0,2018-03-22,40.30351257324219
31,1.0,2018-03-23,39.37021255493164
32,0.0,2018-03-28,39.73779678344727
32,0.0,2018-03-29,40.048099517822266
32,0.0,2018-04-02,39.7855339050293
32,0.0,2018-04-03,40.19370269775391
32,0.0,2018-04-04,40.962310791015625
32,0.0,2018-04-05,41.24635314941406
32,0.0,2018-04-06,40.19132232666016
32,0.0,2018-04-09,40.58993911743164
32,0.0,2018-04-10,41.3537712097168
32,0.0,2018-04-11,41.160423278808594
33,-1.0,2018-04-04,40.962310791015625
33,-1.0,2018-04-05,41.24635314941406
33,-1.0,2018-04-06,40.19132232666016
33,-1.0,2018-04-09,40.58993911743164
33,-1.0,2018-04-10,41.3537712097168
33,-1.0,2018-04-11,41.160423278808594
33,-1.0,2018-04-12,41.566200256347656
33,-1.0,2018-04-13,41.70703887939453
33,-1.0,2018-04-16,41.96722030639648
33,-1.0,2018-04-17,42.54485321044922
34,0.0,2018-04-09,40.58993911743164
34,0.0,2018-04-10,41.3537712097168
34,0.0,2018-04-11,41.160423278808594
34,0.0,2018-04-12,41.566200256347656
