,indicator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
113,0,141.378034873,141.228491786,141.088918237,141.208552707,141.318217638,142.115780771,142.115780771,141.986176762,142.355049711,141.88648137,141.457791186,142.404897407,142.599303421,142.115681076,141.243844876,141.17864409,141.278339481,141.524587099,141.487699804,141.437852108
114,-1,139.244553492,139.562781182,139.887588768,139.812817224,139.693182755,139.493791971,140.017192777,141.378034873,141.228491786,141.088918237,141.208552707,141.318217638,142.115780771,142.115780771,141.986176762,142.355049711,141.88648137,141.457791186,142.404897407,142.599303421
115,0,135.655519393,135.406280914,135.780138633,135.446159071,135.45612861,135.426219993,135.196920592,135.186951053,132.574931792,132.824170271,132.983682898,133.292738612,133.721428796,135.256737827,136.390772907,135.067316583,135.615641237,135.64564955,136.039346651,134.887864878
116,1,131.126656838,131.219074466,131.159257231,134.03048451,133.611763865,133.821124187,133.033530593,133.07340875,135.924696951,136.392667119,135.57576308,135.655519393,135.406280914,135.780138633,135.446159071,135.45612861,135.426219993,135.196920592,135.186951053,132.574931792
117,0,131.568008337,131.671392458,131.472300761,131.019683683,131.119379074,131.126656838,131.219074466,131.159257231,134.03048451,133.611763865,133.821124187,133.033530593,133.07340875,135.924696951,136.392667119,135.57576308,135.655519393,135.406280914,135.780138633,135.446159071
118,-1,130.959866448,130.301876863,131.64776465,130.198991219,130.94640757,131.568008337,131.671392458,131.472300761,131.019683683,131.119379074,131.126656838,131.219074466,131.159257231,134.03048451,133.611763865,133.821124187,133.033530593,133.07340875,135.924696951,136.392667119
119,0,135.007499348,134.987560269,135.446159071,135.834971098,136.084209577,131.268922162,131.328739397,131.229044005,131.897003129,132.225997921,130.81032336,129.731718918,130.491298107,130.640841194,129.6239482,129.155379859,129.703704513,130.152333775,130.082547001,130.062607923
120,1,134.010545431,133.207997529,133.980537119,134.454189924,135.007499348,134.987560269,135.446159071,135.834971098,136.084209577,131.268922162,131.328739397,131.229044005,131.897003129,132.225997921,130.81032336,129.731718918,130.491298107,130.640841194,129.6239482,129.155379859
121,0,133.920819579,133.79121557,133.412373082,134.010545431,133.207997529,133.980537119,134.454189924,135.007499348,134.987560269,135.446159071,135.834971098,136.084209577,131.268922162,131.328739397,131.229044005,131.897003129,132.225997921,130.81032336,129.731718918,130.491298107
122,-1,132.435358244,132.315723774,132.664657644,133.382464464,133.143195524,133.033530593,132.933835202,133.761306952,133.920819579,133.79121557,133.412373082,134.010545431,133.207997529,133.980537119,134.454189924,135.007499348,134.987560269,135.446159071,135.834971098,136.084209577
123,0,132.185920374,132.405449626,132.096393912,132.076654225,131.996698521,132.455297322,132.435358244,132.315723774,132.664657644,133.382464464,133.143195524,133.033530593,132.933835202,133.761306952,133.920819579,133.79121557,133.412373082,134.010545431,133.207997529,133.980537119
124,1,137.355026735,137.779031235,138.31738635,136.702321006,136.951559485,136.861833632,136.931620406,136.951559485,132.48520594,132.664657644,133.07340875,132.285815156,132.694566262,134.189897441,132.664657644,133.322647229,133.31766246,133.823616572,132.340647622,131.478282484
125,0,147.549179615,147.469423302,148.077565191,147.878174407,148.346742748,148.107473808,147.240123901,147.180306666,145.984061662,145.87419734,145.924144731,145.595050244,144.314064157,142.170613237,142.454745103,142.612662603,142.464714642,142.564410033,142.564410033,142.823618052
126,-1,144.518439709,143.720876576,143.63015377,146.153444132,147.294956366,147.120489431,147.230154362,147.687556819,147.913067795,148.237077817,147.858235329,147.957930721,148.027717495,147.768509477,147.987839338,147.997808877,147.947961182,147.997808877,147.798418094,149.27390989
127,0,145.625058557,146.053748741,145.176429294,145.016916668,144.518439709,143.720876576,143.63015377,146.153444132,147.294956366,147.120489431,147.230154362,147.687556819,147.913067795,148.237077817,147.858235329,147.957930721,148.027717495,147.768509477,147.987839338,147.997808877
128,1,146.941037726,147.260062979,146.951007265,146.512347542,147.379697449,147.718661781,146.073687819,145.640012865,146.201995788,144.956999737,145.694845331,145.82444934,145.842693597,145.625058557,146.053748741,145.176429294,145.016916668,144.518439709,143.720876576,143.63015377
129,0,144.957099433,145.026886207,144.757708649,144.757708649,147.230154362,146.941037726,147.260062979,146.951007265,146.512347542,147.379697449,147.718661781,146.073687819,145.640012865,146.201995788,144.956999737,145.694845331,145.82444934,145.842693597,145.625058557,146.053748741
130,-1,147.260062979,147.110519892,146.686814477,145.076733903,144.689517002,145.505424087,144.608065867,145.036855746,144.947129893,144.957099433,145.026886207,144.757708649,144.757708649,147.230154362,146.941037726,147.260062979,146.951007265,146.512347542,147.379697449,147.718661781
131,0,150.94879247,151.088366018,149.931899475,149.782356388,147.758539938,147.260062979,147.110519892,146.686814477,145.076733903,144.689517002,145.505424087,144.608065867,145.036855746,144.947129893,144.957099433,145.026886207,144.757708649,144.757708649,147.230154362,146.941037726
132,1,147.778479016,148.985989599,150.021625328,149.847158392,149.652752379,150.769340765,150.689584451,150.629966607,150.94879247,151.088366018,149.931899475,149.782356388,147.758539938,147.260062979,147.110519892,146.686814477,145.076733903,144.689517002,145.505424087,144.608065867
133,0,147.708791937,147.778479016,148.985989599,150.021625328,149.847158392,149.652752379,150.769340765,150.689584451,150.629966607,150.94879247,151.088366018,149.931899475,149.782356388,147.758539938,147.260062979,147.110519892,146.686814477,145.076733903,144.689517002,145.505424087
134,-1,147.955438336,148.167291043,148.077565191,147.559149154,148.835250167,148.885097863,149.144305881,148.954884637,148.247047357,147.708791937,147.778479016,148.985989599,150.021625328,149.847158392,149.652752379,150.769340765,150.689584451,150.629966607,150.94879247,151.088366018
135,0,149.358650973,147.788448555,147.798418094,148.122428117,148.762971008,148.247047357,147.955438336,148.167291043,148.077565191,147.559149154,148.835250167,148.885097863,149.144305881,148.954884637,148.247047357,147.708791937,147.778479016,148.985989599,150.021625328,149.847158392
136,1,148.45660707,148.476346757,148.875128324,149.04461049,148.306864591,148.396590444,148.296895052,148.815311089,149.144305881,150.879105391,149.358650973,147.788448555,147.798418094,148.122428117,148.762971008,148.247047357,147.955438336,148.167291043,148.077565191,147.559149154
137,0,148.066598698,149.516169692,149.513079135,149.777371618,148.640844153,148.386620905,148.45660707,148.476346757,148.875128324,149.04461049,148.306864591,148.396590444,148.296895052,148.815311089,149.144305881,150.879105391,149.358650973,147.788448555,147.798418094,148.122428117
138,-1,148.775432932,149.04461049,148.236878427,147.430542099,148.066598698,149.516169692,149.513079135,149.777371618,148.640844153,148.386620905,148.45660707,148.476346757,148.875128324,149.04461049,148.306864591,148.396590444,148.296895052,148.815311089,149.144305881,150.879105391
139,0,140.660228053,140.272512675,139.348336395,139.354218423,139.593487363,139.50376151,137.858787548,138.008330636,138.476898977,138.496838055,138.257569115,140.186674943,141.437951803,142.524531877,143.571333489,143.342034088,143.461768254,143.312125471,143.142643305,143.20246054
140,1,140.321263722,140.809771141,141.168674551,139.972329851,140.022177547,139.224614414,138.466929437,138.257569115,138.905589161,139.762969529,139.492196845,139.015254091,139.025223631,140.660228053,140.272512675,139.348336395,139.354218423,139.593487363,139.50376151,137.858787548
141,0,140.570502201,140.759923445,138.905589161,137.749122618,138.746076534,138.686259299,138.89651688,138.686259299,139.992268929,140.261446487,140.321263722,140.809771141,141.168674551,139.972329851,140.022177547,139.224614414,138.466929437,138.257569115,138.905589161,139.762969529
142,-1,142.84355713,140.550563123,140.81974068,140.759923445,140.002238469,140.570502201,140.570502201,140.570502201,140.759923445,138.905589161,137.749122618,138.746076534,138.686259299,138.89651688,138.686259299,139.992268929,140.261446487,140.321263722,140.809771141,141.168674551
143,0,141.547517039,141.942809267,142.205506624,141.781801209,142.713953121,142.84355713,140.550563123,140.81974068,140.759923445,140.002238469,140.570502201,140.570502201,140.570502201,140.759923445,138.905589161,137.749122618,138.746076534,138.686259299,138.89651688,138.686259299
144,1,137.968452479,137.519823217,139.364187962,140.042116625,141.547517039,141.942809267,142.205506624,141.781801209,142.713953121,142.84355713,140.550563123,140.81974068,140.759923445,140.002238469,140.570502201,140.570502201,140.570502201,140.759923445,138.905589161,137.749122618
145,0,136.871803171,136.941589945,136.782077319,137.140980729,137.579640452,137.589609991,138.297447272,137.968452479,137.519823217,139.364187962,140.042116625,141.547517039,141.942809267,142.205506624,141.781801209,142.713953121,142.84355713,140.550563123,140.81974068,140.759923445
146,-1,133.741367874,133.95541388,137.200797964,136.871803171,136.941589945,136.782077319,137.140980729,137.579640452,137.589609991,138.297447272,137.968452479,137.519823217,139.364187962,140.042116625,141.547517039,141.942809267,142.205506624,141.781801209,142.713953121,142.84355713
147,0,139.174766718,138.775985151,139.433974736,136.77210778,136.353387135,133.950728197,133.741367874,133.95541388,137.200797964,136.871803171,136.941589945,136.782077319,137.140980729,137.579640452,137.589609991,138.297447272,137.968452479,137.519823217,139.364187962,140.042116625
148,1,138.307416811,139.015254091,137.669366304,137.390219208,138.377203585,136.89174225,137.380249669,137.36031059,137.460005982,137.878726627,139.005284552,138.805893769,138.766015612,139.174766718,138.775985151,139.433974736,136.77210778,136.353387135,133.950728197,133.741367874
149,0,144.757708649,145.156490216,145.565241322,147.818357172,148.187230122,147.628935928,147.599027311,147.46384036,147.347595533,146.89119003,147.539808248,147.539210076,148.097504269,148.655698767,148.785402471,148.845219706,148.895067402,149.004732333,148.785402471,147.72863132
150,-1,145.096672981,144.837464963,144.757708649,145.156490216,145.565241322,147.818357172,148.187230122,147.628935928,147.599027311,147.46384036,147.347595533,146.89119003,147.539808248,147.539210076,148.097504269,148.655698767,148.785402471,148.845219706,148.895067402,149.004732333
151,0,144.049871369,144.239292613,143.023008835,142.584349112,140.590441279,145.186199443,140.81974068,141.368065334,139.832756303,139.174766718,142.155658928,140.909466532,141.650302988,142.105811232,143.461668558,144.498500631,144.558317866,144.618135101,145.10664252,144.558317866
152,1,152.04992807,149.463331134,146.582134316,146.462499846,146.143474593,146.352834916,146.053748741,146.043779201,146.223230906,144.418744318,144.049871369,144.239292613,143.023008835,142.584349112,140.590441279,145.186199443,140.81974068,141.368065334,139.832756303,139.174766718
153,0,151.965685464,153.391329565,152.304649796,152.04992807,149.463331134,146.582134316,146.462499846,146.143474593,146.352834916,146.053748741,146.043779201,146.223230906,144.418744318,144.049871369,144.239292613,143.023008835,142.584349112,140.590441279,145.186199443,140.81974068
154,-1,155.913622973,151.965685464,153.391329565,152.304649796,152.04992807,149.463331134,146.582134316,146.462499846,146.143474593,146.352834916,146.053748741,146.043779201,146.223230906,144.418744318,144.049871369,144.239292613,143.023008835,142.584349112,140.590441279,145.186199443
155,0,156.043226982,155.913622973,151.965685464,153.391329565,152.304649796,152.04992807,149.463331134,146.582134316,146.462499846,146.143474593,146.352834916,146.053748741,146.043779201,146.223230906,144.418744318,144.049871369,144.239292613,143.023008835,142.584349112,140.590441279
156,0,154.009440993,153.291634173,152.892852607,156.217693917,155.59459772,154.029380071,153.69041574,153.829989288,154.029380071,154.029380071,155.744140807,156.003348825,156.043226982,155.913622973,151.965685464,153.391329565,152.304649796,152.04992807,149.463331134,146.582134316
157,-1,152.384406109,151.696507907,151.945746386,152.085319934,152.623675049,151.686538368,151.576873437,151.487147585,152.075350395,152.284710718,153.859897905,153.132121546,153.032426155,153.291634173,155.056242605,155.345658327,154.009440993,153.291634173,152.892852607,156.217693917
158,0,156.701216567,156.651468566,156.372221775,156.671307949,153.959593297,153.820019749,152.932730763,153.251756016,153.550941887,153.102212929,152.384406109,151.696507907,151.945746386,152.085319934,152.623675049,151.686538368,151.576873437,151.487147585,152.075350395,152.284710718
159,1,156.122983295,156.870698733,156.701216567,156.651468566,156.372221775,156.671307949,153.959593297,153.820019749,152.932730763,153.251756016,153.550941887,153.102212929,152.384406109,151.696507907,151.945746386,152.085319934,152.623675049,151.686538368,151.576873437,151.487147585
160,0,157.248886121,156.023287904,156.342313157,155.823897121,155.71423219,155.275572467,154.228770854,158.057073893,157.030211359,158.585459469,156.920546428,156.122983295,156.870698733,156.701216567,156.651468566,156.372221775,156.671307949,153.959593297,153.820019749,152.932730763
161,-1,160.912319275,159.468846972,157.019921549,156.820821921,156.084153298,155.680976552,156.104063261,157.129426345,156.800911959,156.621722293,157.248886121,156.023287904,156.342313157,155.823897121,155.71423219,155.275572467,154.228770854,158.057073893,157.030211359,158.585459469
162,0,164.097913321,163.810413459,160.912319275,159.468846972,157.019921549,156.820821921,156.084153298,155.680976552,156.104063261,157.129426345,156.800911959,156.621722293,157.248886121,156.023287904,156.342313157,155.823897121,155.71423219,155.275572467,154.228770854,158.057073893
163,1,163.958543582,164.097913321,163.810413459,160.912319275,159.468846972,157.019921549,156.820821921,156.084153298,155.680976552,156.104063261,157.129426345,156.800911959,156.621722293,157.248886121,156.023287904,156.342313157,155.823897121,155.71423219,155.275572467,154.228770854
164,0,160.055095827,161.184090267,161.867997489,163.097437691,165.392060903,164.92795967,165.173051312,165.133231386,165.023726591,163.739533991,163.908768675,163.958543582,164.097913321,163.810413459,160.912319275,159.468846972,157.019921549,156.820821921,156.084153298,155.680976552
165,-1,158.622673554,159.200062475,158.922517594,158.762043293,158.851638126,158.981052884,158.88160262,158.961142921,158.801863219,158.95118794,159.219972438,159.090557679,158.632628535,159.702789035,159.468846972,160.055095827,161.184090267,161.867997489,163.097437691,165.392060903
166,0,155.143407556,154.396783952,153.370524919,153.167343749,157.248886121,157.268796084,157.23893114,156.850587316,157.199111214,157.298661028,157.477850693,156.771047014,157.388255861,157.945734819,157.398210842,156.875574319,158.626755096,158.622673554,159.200062475,158.922517594
167,1,160.812769461,159.349387196,159.289657307,159.065670226,157.000011586,157.189156233,157.149336307,157.189156233,157.219021177,157.109516382,157.5276256,157.318570991,155.626224154,155.745683931,156.084153298,155.586404228,155.143407556,154.396783952,153.370524919,153.167343749
168,0,158.513168759,158.483303814,160.006415968,161.031779052,165.242636632,161.623304046,160.812769461,159.349387196,159.289657307,159.065670226,157.000011586,157.189156233,157.149336307,157.189156233,157.219021177,157.109516382,157.5276256,157.318570991,155.626224154,155.745683931
169,-1,159.2398824,159.478801954,158.662493479,158.991007866,159.996460986,159.787406377,162.036435774,162.913270535,162.619598584,163.271649866,163.032730312,156.442532628,159.657991619,159.289657307,159.180152512,158.513168759,158.483303814,160.006415968,161.031779052,165.242636632
170,0,158.363844038,157.895959912,158.055239614,160.076100838,159.329477233,159.2398824,159.478801954,158.662493479,158.991007866,159.996460986,159.787406377,162.036435774,162.913270535,162.619598584,163.271649866,163.032730312,156.442532628,159.657991619,159.289657307,159.180152512
171,1,156.044333372,155.895008652,157.686905303,158.363844038,157.895959912,158.055239614,160.076100838,159.329477233,159.2398824,159.478801954,158.662493479,158.991007866,159.996460986,159.787406377,162.036435774,162.913270535,162.619598584,163.271649866,163.032730312,156.442532628
172,0,158.234429279,156.044333372,155.895008652,157.686905303,158.363844038,157.895959912,158.055239614,160.076100838,159.329477233,159.2398824,159.478801954,158.662493479,158.991007866,159.996460986,159.787406377,162.036435774,162.913270535,162.619598584,163.271649866,163.032730312
173,-1,158.328702953,158.234429279,156.044333372,155.895008652,157.686905303,158.363844038,157.895959912,158.055239614,160.076100838,159.329477233,159.2398824,159.478801954,158.662493479,158.991007866,159.996460986,159.787406377,162.036435774,162.913270535,162.619598584,163.271649866
174,0,158.184654372,156.014468428,153.45603821,154.710365865,154.999060326,155.417169545,157.089606419,157.159291289,157.199111214,155.805413819,155.3873046,157.379296378,156.642229555,156.910416754,158.328702953,158.234429279,156.044333372,155.895008652,157.686905303,158.363844038
175,1,159.155265059,160.703264666,162.146736968,162.355791577,162.505116298,162.266196745,162.166646931,162.116872024,161.997412247,161.499663177,161.708717786,161.539483103,159.934640552,157.995509726,157.477850693,158.911368014,157.705322018,158.184654372,156.014468428,153.45603821
176,0,160.683354703,158.642583517,159.039787274,158.16474441,158.971097903,159.155265059,160.703264666,162.146736968,162.355791577,162.505116298,162.266196745,162.166646931,162.116872024,161.997412247,161.499663177,161.708717786,161.539483103,159.934640552,157.995509726,157.477850693
177,-1,162.236232251,161.101463921,160.772949535,160.59375987,160.59375987,160.772949535,159.648036638,159.399162103,159.468846972,159.249837382,160.683354703,158.642583517,159.039787274,158.16474441,158.971097903,159.155265059,160.703264666,162.146736968,162.355791577,162.505116298
178,0,165.581205549,165.178825201,163.789308898,163.971684157,162.984548202,162.236232251,161.101463921,160.772949535,160.59375987,160.59375987,160.772949535,159.648036638,159.399162103,159.468846972,159.249837382,160.683354703,158.642583517,159.039787274,158.16474441,158.971097903
179,1,165.909719935,165.581205549,165.178825201,163.789308898,163.971684157,162.984548202,162.236232251,161.101463921,160.772949535,160.59375987,160.59375987,160.772949535,159.648036638,159.399162103,159.468846972,159.249837382,160.683354703,158.642583517,159.039787274,158.16474441
180,0,167.910671196,168.059995917,168.36860034,168.239185582,169.284458628,169.774741462,169.164998852,168.567699968,167.248664933,165.578418154,165.591160531,165.352240977,165.342285996,165.561295586,165.173051312,165.262646145,164.794762019,165.153141349,166.208369377,165.909719935
181,-1,168.239185582,168.338735396,165.963875034,167.034632833,166.025297269,166.329222851,167.009745379,166.128729526,166.477153875,166.835533205,166.925128038,166.905218075,167.174002573,168.119725805,167.910671196,168.059995917,168.36860034,168.239185582,169.284458628,169.774741462
182,0,164.954141271,165.093411461,165.003816628,165.471700754,163.669849121,163.699714066,163.908768675,164.555842466,164.336832875,164.346787856,166.029179712,166.243709561,165.719579791,165.735507761,165.859845478,166.706118447,165.700665326,165.581205549,165.760395214,165.591160531
183,1,168.607519893,167.253741973,166.706118447,166.098964132,166.387658592,165.192961275,164.535932503,164.645437298,164.456292652,164.476202614,164.257193024,163.371199679,163.361244698,163.59020927,163.749488972,163.958543582,163.749190323,164.764897075,164.003340998,163.241784921
184,0,166.716073428,166.885308112,166.935083019,167.024677852,167.034632833,167.741436512,168.43828521,167.621976735,167.990311047,167.363147219,166.735983391,167.114272684,167.850941307,169.040760684,169.896689984,169.523378182,169.742387773,169.632882977,169.393963424,169.453693312
185,-1,168.567699968,167.363147219,168.089860861,167.472652014,166.402491514,166.716073428,166.885308112,166.935083019,167.024677852,167.034632833,167.741436512,168.43828521,167.621976735,167.990311047,167.363147219,166.735983391,167.114272684,167.850941307,169.040760684,169.896689984
186,0,166.243211812,166.078954619,165.033681572,164.804717,164.754942093,164.993861647,164.51602254,164.854491907,165.202916256,164.993861647,165.123276405,168.089860861,168.567699968,167.363147219,168.089860861,167.472652014,166.402491514,166.716073428,166.885308112,166.935083019
187,1,169.22472874,169.145984837,168.995764168,168.995764168,167.701616586,167.94053614,168.01022101,167.114272684,167.303417331,166.248189303,165.411970866,166.273076756,166.278054247,166.243211812,166.078954619,165.033681572,164.804717,164.754942093,164.993861647,164.51602254
188,0,177.158848912,176.830334526,176.093665903,174.899068135,174.764675886,174.456071463,174.266926817,174.251994345,174.540688805,174.381409103,174.321679214,174.212174419,173.14699141,172.967801745,172.390412824,171.603969293,171.733384052,170.832458235,170.120677066,170.847390707
189,-1,171.496555044,171.763149446,172.420277768,173.475505796,173.316226093,173.256496205,173.316226093,173.216676279,173.624830517,174.132534568,174.072804679,174.042939735,173.475505796,176.979758797,176.551595047,176.447067742,176.411329359,176.735961302,176.959749284,177.661575473
190,0,174.520778842,174.709923489,174.032984754,172.818477024,172.061898438,173.117126466,171.424779628,171.496555044,171.763149446,172.420277768,173.475505796,173.316226093,173.256496205,173.316226093,173.216676279,173.624830517,174.132534568,174.072804679,174.042939735,173.475505796
191,1,177.347993559,175.446592112,176.14344081,176.292765531,175.745241554,175.833840888,176.108598375,173.893615014,174.042939735,173.903569996,174.013074791,174.072804679,174.471003935,174.520778842,174.709923489,174.032984754,172.818477024,172.061898438,173.117126466,171.424779628
192,0,176.387337854,177.28328618,177.537138205,178.194166977,177.875607573,177.945292442,177.825832666,177.945292442,176.92988434,177.198668838,177.029434154,177.477408317,177.228533782,177.935337461,177.1118614,176.99956921,177.591890603,177.347993559,176.870154452,176.924906849
193,-1,173.256496205,173.639762989,174.259062381,174.799518321,174.809473303,174.729833452,174.6501936,174.670103563,174.988662968,175.177807614,175.108122745,175.566051889,176.07375594,176.78553711,176.402270326,176.681009805,176.387337854,177.28328618,177.537138205,178.194166977
194,0,173.943389921,173.764200256,173.903569996,174.062849698,174.212174419,171.325229814,170.668201042,170.558696247,171.713474089,171.384959703,173.696307283,174.182309475,172.371697459,173.256496205,173.639762989,174.259062381,174.799518321,174.809473303,174.729833452,174.6501936
195,1,173.047441596,172.499917619,172.987711707,173.465550814,173.833885126,173.266451186,173.017576652,173.774155238,172.300817991,172.494940128,173.50537074,173.928457449,173.943389921,173.764200256,173.903569996,174.062849698,174.212174419,171.325229814,170.668201042,170.558696247
196,0,173.037486614,172.71892721,173.047441596,172.499917619,172.987711707,173.465550814,173.833885126,173.266451186,173.017576652,173.774155238,172.300817991,172.494940128,173.50537074,173.928457449,173.943389921,173.764200256,173.903569996,174.062849698,174.212174419,171.325229814
197,-1,173.179345099,173.037486614,172.71892721,173.047441596,172.499917619,172.987711707,173.465550814,173.833885126,173.266451186,173.017576652,173.774155238,172.300817991,172.494940128,173.50537074,173.928457449,173.943389921,173.764200256,173.903569996,174.062849698,174.212174419
198,0,149.971794721,150.220669256,148.627872233,148.727422047,149.543730521,149.583550447,150.300309107,150.878394877,151.813466279,152.64799237,153.421195775,153.00627215,153.704912745,154.461491331,154.262391703,154.152886907,154.073247056,154.302211628,157.378300879,157.089606419
199,1,153.923922335,153.794507577,153.74473267,153.505813117,154.451536349,153.704912745,151.465041931,151.67409654,151.783601335,153.296758507,151.798533807,150.300309107,150.322309616,150.459688359,149.96183974,150.160939368,149.792605056,149.971794721,150.220669256,148.627872233
200,0,155.367394638,156.840731884,158.299136659,157.806365079,157.477850693,157.288706047,157.647085377,157.338480954,158.652538498,158.503213777,160.374750279,159.468846972,159.219972438,156.940281698,157.154313798,154.799960698,154.683786065,155.3873046,155.198159954,154.033427131
201,-1,161.51957314,160.265245484,159.80731634,159.37925214,159.279702326,159.458891991,158.205559833,157.069696456,156.651686787,155.367394638,156.840731884,158.299136659,157.806365079,157.477850693,157.288706047,157.647085377,157.338480954,158.652538498,158.503213777,160.374750279
202,0,161.330328944,161.275676096,161.922749886,161.250788642,161.828177563,162.246286782,161.927727377,161.768447675,161.240833661,161.51957314,160.265245484,159.80731634,159.37925214,159.279702326,159.458891991,158.205559833,157.069696456,156.651686787,155.367394638,156.840731884
203,1,159.685168718,161.330328944,161.275676096,161.922749886,161.250788642,161.828177563,162.246286782,161.927727377,161.768447675,161.240833661,161.51957314,160.265245484,159.80731634,159.37925214,159.279702326,159.458891991,158.205559833,157.069696456,156.651686787,155.367394638
204,0,159.797361359,159.996460986,160.006415968,160.255290503,159.685168718,161.330328944,161.275676096,161.922749886,161.250788642,161.828177563,162.246286782,161.927727377,161.768447675,161.240833661,161.51957314,160.265245484,159.80731634,159.37925214,159.279702326,159.458891991
205,-1,161.02182407,157.895959912,158.722223368,156.571947386,155.95473854,155.845233745,156.392757721,156.970146642,160.205515596,159.797361359,159.996460986,160.006415968,160.255290503,159.685168718,161.330328944,161.275676096,161.922749886,161.250788642,161.828177563,162.246286782
206,0,158.533078721,158.284204186,158.533078721,157.278751066,156.203613075,161.02182407,157.895959912,158.722223368,156.571947386,155.95473854,155.845233745,156.392757721,156.970146642,160.205515596,159.797361359,159.996460986,160.006415968,160.255290503,159.685168718,161.330328944
207,1,159.677901582,158.59280861,157.866094968,157.637130396,157.647085377,158.035329652,158.891458052,158.871548089,158.961142921,158.533078721,158.284204186,158.533078721,157.278751066,156.203613075,161.02182407,157.895959912,158.722223368,156.571947386,155.95473854,155.845233745
208,0,162.333392869,160.842634405,160.424525186,159.677901582,158.59280861,157.866094968,157.637130396,157.647085377,158.035329652,158.891458052,158.871548089,158.961142921,158.533078721,158.284204186,158.533078721,157.278751066,156.203613075,161.02182407,157.895959912,158.722223368
209,-1,161.917772396,161.639032917,162.333392869,160.842634405,160.424525186,159.677901582,158.59280861,157.866094968,157.637130396,157.647085377,158.035329652,158.891458052,158.871548089,158.961142921,158.533078721,158.284204186,158.533078721,157.278751066,156.203613075,161.02182407
210,0,161.969936498,161.917772396,161.639032917,162.333392869,160.842634405,160.424525186,159.677901582,158.59280861,157.866094968,157.637130396,157.647085377,158.035329652,158.891458052,158.871548089,158.961142921,158.533078721,158.284204186,158.533078721,157.278751066,156.203613075
211,0,166.004292259,165.790260159,165.44183581,165.30246607,165.551340605,165.611070493,165.6608454,165.531430642,165.411970866,165.780305177,167.104317703,167.303417331,165.282556107,166.078954619,166.357694098,166.615826766,165.934607389,165.539593727,165.601115512,165.332331014
212,-1,163.749488972,163.16214507,162.913270535,163.304700404,163.854016277,165.143186368,165.449003396,165.952426805,166.004292259,165.790260159,165.44183581,165.30246607,165.551340605,165.611070493,165.6608454,165.531430642,165.411970866,165.780305177,167.104317703,167.303417331
213,0,163.831617569,163.336357245,163.809218861,163.684781593,164.127778266,164.137733247,163.809218861,163.65989414,163.600164252,161.688807824,161.858042507,161.967547303,162.246286782,162.296061689,163.998363507,164.097913321,164.217373098,163.366421288,163.5205244,162.694260945
214,1,165.2327812,164.87440187,164.525977521,165.192961275,165.123276405,163.784331407,162.722632642,163.102415182,162.564846186,161.474775724,160.23538054,159.44893701,159.279702326,159.090557679,159.598261731,158.493258796,154.889555531,154.132976945,155.128475084,152.88860427
215,0,170.01117227,172.101718363,171.773203977,171.355094759,171.524329442,171.345139777,171.394914684,170.648291079,170.807570782,170.727930931,171.126130186,170.329731675,170.429878788,170.568750778,170.429281489,170.220226879,169.662747921,168.746889633,168.159545731,168.269050526
216,-1,170.748836392,169.802018111,170.996715428,171.210747528,172.022078512,171.524329442,171.504419479,171.444689591,171.126130186,171.922528698,171.763248996,171.922528698,171.22568,171.285409889,169.807095152,170.270001786,170.334709166,169.906644966,170.01117227,172.101718363
217,0,167.129205156,168.114748314,168.517925061,166.138684507,167.402967145,168.36860034,167.990311047,167.890761233,168.239185582,168.109770824,170.419326507,170.807570782,171.046490335,171.036535354,170.279956768,170.110722084,170.409371526,170.748836392,169.802018111,170.996715428
218,1,171.414824647,171.046490335,171.016625391,170.190361935,170.628381117,170.289911749,171.205770038,171.72342907,171.055151169,171.315175283,171.016625391,170.742863403,168.388510303,168.059995917,167.671751642,167.840986326,167.94053614,167.661796661,167.44278707,165.252691163
219,0,170.917075577,171.026580373,171.026580373,171.285409889,171.892663754,173.092239012,173.86375007,173.799241791,173.156946391,174.032984754,173.963299884,173.973254866,174.43118401,174.381409103,175.038437875,175.257447466,175.546141926,175.775106498,175.506322,174.451093973
220,-1,171.076355279,171.424779628,170.917075577,171.026580373,171.026580373,171.285409889,171.892663754,173.092239012,173.86375007,173.799241791,173.156946391,174.032984754,173.963299884,173.973254866,174.43118401,174.381409103,175.038437875,175.257447466,175.546141926,175.775106498
221,0,172.995903041,173.194748906,173.164922026,172.768702117,171.733384052,170.877255652,172.330682935,169.553243126,171.414824647,170.459146433,171.278441402,171.693564126,172.549692526,172.445165221,171.544239405,171.733384052,171.822978884,171.773203977,171.72342907,171.663699182
222,1,172.657865069,173.314056425,173.204691199,172.677749656,173.742171574,174.248631994,173.572556051,174.278458873,174.502160472,173.463190825,172.001673713,173.105268267,172.995903041,173.194748906,173.164922026,172.768702117,171.733384052,170.877255652,172.330682935,169.553243126
223,0,173.294171839,173.443306238,174.308285753,173.701805863,173.930478609,174.099497594,173.66203669,173.69186357,173.681921277,173.358796745,174.010215801,173.761459623,174.052371124,174.81534271,173.801228796,173.343883305,172.53855755,172.747345709,172.677749656,172.657865069
224,-1,172.389423151,172.074252454,172.170692698,173.60238293,173.582597767,173.304114132,173.294171839,173.443306238,174.308285753,173.701805863,173.930478609,174.099497594,173.66203669,173.69186357,173.681921277,173.358796745,174.010215801,173.761459623,174.052371124,174.81534271
