,indicator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
225,0,166.866479235,169.366866571,169.038870316,169.366965994,169.496215807,169.714946259,170.560041187,169.347081407,169.625465619,169.317254528,169.585696446,171.524443635,172.081212059,172.294971364,171.972642216,172.280057924,172.479003213,173.791286503,173.343883305,173.164922026
226,1,159.991383433,158.609404667,160.070921779,160.627690202,161.094977987,162.128976487,162.029553555,161.731284756,159.976469993,158.867804869,158.450327975,158.281308989,164.216858076,166.324624251,165.738028947,166.284855078,164.952587778,164.71397274,164.445530821,162.447129872
227,0,160.070921779,160.727113135,159.573707692,159.991383433,158.609404667,160.070921779,160.627690202,161.094977987,162.128976487,162.029553555,161.731284756,159.976469993,158.867804869,158.450327975,158.281308989,164.216858076,166.324624251,165.738028947,166.284855078,164.952587778
228,-1,159.593791124,158.828135119,159.34513437,160.070921779,160.727113135,159.573707692,159.991383433,158.609404667,160.070921779,160.627690202,161.094977987,162.128976487,162.029553555,161.731284756,159.976469993,158.867804869,158.450327975,158.281308989,164.216858076,166.324624251
229,0,162.301375853,161.840649982,159.593791124,158.828135119,159.34513437,160.070921779,160.727113135,159.573707692,159.991383433,158.609404667,160.070921779,160.627690202,161.094977987,162.128976487,162.029553555,161.731284756,159.976469993,158.867804869,158.450327975,158.281308989
230,0,162.397418406,162.357649233,161.214384929,161.254054679,161.897420477,162.301375853,161.840649982,159.593791124,158.828135119,159.34513437,160.070921779,160.727113135,159.573707692,159.991383433,158.609404667,160.070921779,160.627690202,161.094977987,162.128976487,162.029553555
231,-1,162.516725925,162.397418406,162.357649233,161.214384929,161.254054679,161.897420477,162.301375853,161.840649982,159.593791124,158.828135119,159.34513437,160.070921779,160.727113135,159.573707692,159.991383433,158.609404667,160.070921779,160.627690202,161.094977987,162.128976487
232,0,161.999726675,161.920188329,162.516725925,162.397418406,162.357649233,161.214384929,161.254054679,161.897420477,162.301375853,161.840649982,159.593791124,158.828135119,159.34513437,160.070921779,160.727113135,159.573707692,159.991383433,158.609404667,160.070921779,160.627690202
233,1,159.056807864,159.106519331,161.999726675,161.920188329,162.516725925,162.397418406,162.357649233,161.214384929,161.254054679,161.897420477,162.301375853,161.840649982,159.593791124,158.828135119,159.34513437,160.070921779,160.727113135,159.573707692,159.991383433,158.609404667
234,0,158.07252083,157.684771392,157.356675714,157.694713685,156.710426651,157.49586782,156.432042439,157.43621406,159.566549241,161.537410037,158.957384932,156.511580785,157.038522329,159.056807864,159.106519331,161.999726675,161.920188329,162.516725925,162.397418406,162.357649233
235,-1,158.828135119,159.076692451,158.07252083,157.684771392,157.356675714,157.694713685,156.710426651,157.49586782,156.432042439,157.43621406,159.566549241,161.537410037,158.957384932,156.511580785,157.038522329,159.056807864,159.106519331,161.999726675,161.920188329,162.516725925
236,0,160.796709188,160.508382683,160.140517832,158.828135119,159.076692451,158.07252083,157.684771392,157.356675714,157.694713685,156.710426651,157.49586782,156.432042439,157.43621406,159.566549241,161.537410037,158.957384932,156.511580785,157.038522329,159.056807864,159.106519331
237,1,157.913444137,156.929157103,161.254054679,160.796709188,160.508382683,160.140517832,158.828135119,159.076692451,158.07252083,157.684771392,157.356675714,157.694713685,156.710426651,157.49586782,156.432042439,157.43621406,159.566549241,161.537410037,158.957384932,156.511580785
238,0,156.292850333,156.044293001,157.913444137,156.929157103,161.254054679,160.796709188,160.508382683,160.140517832,158.828135119,159.076692451,158.07252083,157.684771392,157.356675714,157.694713685,156.710426651,157.49586782,156.432042439,157.43621406,159.566549241,161.537410037
239,1,158.480254277,158.360847335,157.555521579,156.292850333,156.044293001,157.913444137,156.929157103,161.254054679,160.796709188,160.508382683,160.140517832,158.828135119,159.076692451,158.07252083,157.684771392,157.356675714,157.694713685,156.710426651,157.49586782,156.432042439
240,0,160.687343962,161.582150357,160.46861351,160.776824602,159.34513437,158.480254277,158.360847335,157.555521579,156.292850333,156.044293001,157.913444137,156.929157103,161.254054679,160.796709188,160.508382683,160.140517832,158.828135119,159.076692451,158.07252083,157.684771392
241,-1,163.013840589,162.81996587,162.168745661,161.472785131,161.512554304,161.204343213,160.836478361,160.687343962,161.582150357,160.46861351,160.776824602,159.34513437,158.480254277,158.360847335,157.555521579,156.292850333,156.044293001,157.913444137,156.929157103,161.254054679
242,0,164.206915783,163.491070667,163.013840589,162.81996587,162.168745661,161.472785131,161.512554304,161.204343213,160.836478361,160.687343962,161.582150357,160.46861351,160.776824602,159.34513437,158.480254277,158.360847335,157.555521579,156.292850333,156.044293001,157.913444137
243,1,162.586321978,164.206915783,163.491070667,163.013840589,162.81996587,162.168745661,161.472785131,161.512554304,161.204343213,160.836478361,160.687343962,161.582150357,160.46861351,160.776824602,159.34513437,158.480254277,158.360847335,157.555521579,156.292850333,156.044293001
244,0,164.763684206,166.086009212,165.916990226,166.255028198,165.916990226,166.175489852,167.905448882,168.252434917,168.134121627,167.67180499,166.450593107,165.698259774,163.570609013,162.457072166,161.860534569,162.546552805,162.109091901,162.92435995,163.331993974,162.755340964
245,-1,169.257600768,169.734830845,169.945110348,167.920362322,167.358622752,168.104294748,167.477930271,166.980815607,165.250856577,164.793511086,164.773725922,164.505184581,164.763684206,166.086009212,165.916990226,166.255028198,165.916990226,166.175489852,167.905448882,168.252434917
246,0,169.227773888,168.939447383,168.521871065,168.333066916,169.118408662,169.366965994,169.267543061,169.257600768,169.734830845,169.945110348,167.920362322,167.358622752,168.104294748,167.477930271,166.980815607,165.250856577,164.793511086,164.773725922,164.505184581,164.763684206
247,1,168.849966744,169.227773888,168.939447383,168.521871065,168.333066916,169.118408662,169.366965994,169.267543061,169.257600768,169.734830845,169.945110348,167.920362322,167.358622752,168.104294748,167.477930271,166.980815607,165.250856577,164.793511086,164.773725922,164.505184581
248,0,175.739975985,175.302515081,174.633895858,174.81534271,175.222976735,174.556843085,174.487147609,174.596612258,174.397766393,174.338112633,174.188978234,174.089555301,174.288401167,174.387824099,174.288401167,174.338112633,174.576727672,175.004246283,174.417650979,174.353026073
249,-1,172.926306988,172.558442136,172.051385179,171.474732169,170.569983481,170.540156601,173.821113383,173.254303243,173.478104264,173.830956253,174.079613008,174.119382181,174.069670715,174.089555301,174.2386897,174.805400417,174.954534816,174.745746657,174.626439138,175.739975985
250,0,168.253429147,168.551697945,167.719726844,168.099323601,168.680947758,170.17229175,169.705003965,171.196347957,171.464789876,171.564212808,171.723289501,171.90225078,172.757288002,172.926306988,172.558442136,172.051385179,171.474732169,170.569983481,170.540156601,173.821113383
251,1,171.425020703,170.619694947,172.717518829,170.441926743,171.524443635,171.28662398,171.29577089,172.096125499,171.226174837,171.007444385,170.878194572,171.017386678,171.077040438,171.474732169,170.788713933,170.669406413,169.018985729,168.253429147,168.551697945,167.719726844
252,0,178.563587276,178.364741411,178.225549305,178.315029944,178.255376185,177.693636614,177.778146107,177.318016774,177.012589525,175.486447507,173.826084529,173.423421651,173.69186357,174.049786128,174.059728421,172.995903041,172.886537814,172.548499843,172.130923525,172.558342713
253,-1,176.575128621,176.674551553,177.052358698,177.141839338,177.420223549,177.191550804,176.624840087,179.408682205,179.915739162,180.422796119,180.641526571,181.312631368,180.830430144,180.949737663,181.088929769,181.059102889,180.860257024,180.93979537,181.814717178,182.222351203
254,0,177.221377684,177.092127871,176.952935765,177.191550804,176.624840087,176.873397419,176.773974486,176.803801366,177.002647232,177.231319977,176.853512832,177.365540936,176.6795227,176.535359448,176.525417154,176.580099767,176.585070914,176.475705688,176.525417154,176.575128621
255,1,178.250405038,178.205664718,177.221377684,177.092127871,176.952935765,177.191550804,176.624840087,176.873397419,176.773974486,176.803801366,177.002647232,177.231319977,176.853512832,177.365540936,176.6795227,176.535359448,176.525417154,176.580099767,176.585070914,176.475705688
256,0,179.279432392,178.787288875,178.041616879,178.290174211,178.096299492,178.533760396,178.344856824,178.225549305,178.136168088,177.976991973,177.84774216,178.732606262,178.712721675,178.861856075,178.643125623,178.563587276,178.492499879,178.966250154,178.767404288,178.798026552
257,-1,175.004246283,175.302515081,174.984361696,175.382053427,175.4218226,175.928879558,176.048187077,176.265823877,177.43006642,177.80399607,178.215607012,178.856884928,178.871798368,179.289374686,179.219182095,179.259547806,179.070644233,178.762433142,180.074815855,180.154354201
258,0,174.87499647,175.45164948,175.163322975,175.237890175,174.974419403,175.471534067,175.272688201,175.004246283,174.974419403,175.004246283,175.302515081,174.984361696,175.382053427,175.4218226,175.928879558,176.048187077,176.265823877,177.43006642,177.80399607,178.215607012
259,1,170.62963724,170.311483855,171.126751904,169.99333047,169.267543061,169.963503591,168.422448133,169.406735167,170.947890048,171.524443635,170.043041937,169.824311485,171.456438349,171.335540063,169.983388177,170.500387428,170.381079908,170.470560548,170.898079159,166.732258275
260,0,173.562613757,173.502959998,172.737403415,172.886537814,171.444905289,172.429192324,172.47890379,176.813743659,178.265318478,178.523818103,178.841971488,178.961279007,178.682894796,179.527989724,179.796431643,179.657239537,179.140240286,178.692837089,175.501360947,174.76821624
261,-1,173.045614507,173.433363945,172.985960747,173.294171839,173.105268267,173.562613757,173.502959998,172.737403415,172.886537814,171.444905289,172.429192324,172.47890379,176.813743659,178.265318478,178.523818103,178.841971488,178.961279007,178.682894796,179.527989724,179.796431643
262,0,172.444105764,172.44907691,173.512902291,173.333941012,173.244460372,172.946191574,173.045614507,173.433363945,172.985960747,173.294171839,173.105268267,173.562613757,173.502959998,172.737403415,172.886537814,171.444905289,172.429192324,172.47890379,176.813743659,178.265318478
263,1,173.990132368,174.845567282,172.359596271,172.255202191,172.444105764,172.44907691,173.512902291,173.333941012,173.244460372,172.946191574,173.045614507,173.433363945,172.985960747,173.294171839,173.105268267,173.562613757,173.502959998,172.737403415,172.886537814,171.444905289
264,0,174.437535566,174.169093647,175.123553802,175.680322226,176.266917529,176.658544461,176.813743659,178.464164344,178.54370269,178.563587276,178.613298743,178.802202315,180.054931268,180.353200066,180.015162095,180.750891797,180.701180331,179.905796869,178.742647978,176.825376142
265,-1,173.990132368,173.671978983,174.039843835,173.731632743,174.437535566,174.169093647,175.123553802,175.680322226,176.266917529,176.658544461,176.813743659,178.464164344,178.54370269,178.563587276,178.613298743,178.802202315,180.054931268,180.353200066,180.015162095,180.750891797
266,0,162.208514834,162.814994724,162.95418683,162.357649233,161.863517257,160.095777512,160.657517082,158.997154105,159.151259651,160.906074414,160.369190577,160.49844039,160.43878663,160.319479111,162.2582263,161.184458626,162.2582263,162.566437392,163.003898296,166.155605265
267,1,159.563964245,161.437987105,162.148861074,162.476757906,162.476956752,162.844821603,162.904475363,163.003898296,161.830707689,161.343535318,161.790938516,161.661688703,162.208514834,162.814994724,162.95418683,162.357649233,161.863517257,160.095777512,160.657517082,158.997154105
268,0,164.803453379,165.042068418,160.776824602,161.164574039,160.577978736,159.036923278,158.808250533,160.437792401,159.563964245,161.437987105,162.148861074,162.476757906,162.476956752,162.844821603,162.904475363,163.003898296,161.830707689,161.343535318,161.790938516,161.661688703
269,-1,166.215259025,163.719743412,163.650147359,164.59466522,164.803453379,165.042068418,160.776824602,161.164574039,160.577978736,159.036923278,158.808250533,160.437792401,159.563964245,161.437987105,162.148861074,162.476757906,162.476956752,162.844821603,162.904475363,163.003898296
270,0,167.120007713,167.527641738,166.632835342,167.298968992,168.392621253,168.284548525,168.144063921,167.411913444,166.215259025,163.719743412,163.650147359,164.59466522,164.803453379,165.042068418,160.776824602,161.164574039,160.577978736,159.036923278,158.808250533,160.437792401
271,1,166.841623501,167.120007713,167.527641738,166.632835342,167.298968992,168.392621253,168.284548525,168.144063921,167.411913444,166.215259025,163.719743412,163.650147359,164.59466522,164.803453379,165.042068418,160.776824602,161.164574039,160.577978736,159.036923278,158.808250533
272,0,163.391647734,163.287253654,164.475357701,164.942645485,165.459644736,165.449702442,165.390048683,166.980815607,166.841623501,167.120007713,167.527641738,166.632835342,167.298968992,168.392621253,168.284548525,168.144063921,167.411913444,166.215259025,163.719743412,163.650147359
273,-1,158.191828349,158.669058427,161.154631746,161.214285506,161.59209265,162.631062298,163.391647734,163.287253654,164.475357701,164.942645485,165.459644736,165.449702442,165.390048683,166.980815607,166.841623501,167.120007713,167.527641738,166.632835342,167.298968992,168.392621253
274,0,157.43621406,158.261424402,158.062578537,158.211712936,158.887788879,159.31530749,158.281308989,159.434615009,159.598662848,160.080864072,159.83230674,159.305365196,159.573807115,159.434615009,159.643403168,159.703056928,158.181886056,158.251482109,158.04269395,158.191828349
275,1,160.160402418,160.331708132,160.577978736,160.069629281,160.070921779,161.005497347,160.886189828,161.10492028,161.005497347,161.263996972,157.366618007,157.575406166,158.07252083,158.440385681,158.042594527,157.833905791,156.70058378,157.177714435,155.974696948,155.905100895
276,0,159.762710687,159.588720555,159.633460875,159.822364447,159.991383433,159.911845086,160.060979486,160.220056178,160.041094899,160.180287005,160.587921029,160.786766895,163.739627999,163.791825038,162.596264272,162.998927149,162.735456377,162.853670244,160.150460125,160.319479111
277,-1,156.521523079,156.22325428,158.02778051,158.067549683,158.947442638,159.361638576,159.762710687,159.588720555,159.633460875,159.822364447,159.991383433,159.911845086,160.060979486,160.220056178,160.041094899,160.180287005,160.587921029,160.786766895,163.739627999,163.791825038
278,0,150.118686207,150.257878313,150.178339967,150.128628501,150.178339967,150.088859328,150.18828226,150.18828226,150.198224554,151.192453881,151.737987514,154.090632372,153.116287631,153.404614136,153.22068171,152.763336219,152.663913287,152.435240541,152.763336219,152.793163099
279,1,148.110342965,148.209765898,148.319131124,147.648026328,147.295074916,147.066402171,147.135998224,147.285132623,147.066402171,147.295074916,147.812074167,147.712651234,147.82201646,147.79218958,147.931381686,147.812074167,147.518776515,147.40742283,147.126055931,146.991834971
280,0,150.675064814,150.555930547,150.605569825,150.546002691,150.724704092,150.68499267,150.977864411,150.819018721,150.277950589,150.129032755,150.436895558,150.089321332,149.870908509,149.89076422,149.801413519,149.900692076,149.860980653,149.880071169,150.168397674,150.397070419
281,-1,148.917834369,149.146175048,149.245453604,149.632639974,149.184298014,149.429118933,149.29459649,149.275237171,150.129032755,150.397084857,150.377229146,150.297806301,150.506291269,150.675064814,150.555930547,150.605569825,150.546002691,150.724704092,150.68499267,150.977864411
282,0,146.197601928,147.249954624,148.297343392,147.612321354,148.073966641,148.719277256,148.719277256,148.818555813,148.758988679,148.838510802,148.520720144,148.520720144,148.600142989,148.580287278,148.371802309,147.165567851,147.289666046,147.815842394,147.860517745,147.498151014
283,1,148.391658021,147.776130972,147.845625961,148.004471651,148.064038785,147.994543796,148.30230732,148.322163031,148.669637978,148.560431566,148.699421545,150.972900483,151.444672182,151.533824326,151.101962606,151.392749497,151.513968615,151.376567093,145.929549826,145.91962197
284,0,148.351946598,148.50582836,148.391658021,147.776130972,147.845625961,148.004471651,148.064038785,147.994543796,148.30230732,148.322163031,148.669637978,148.560431566,148.699421545,150.972900483,151.444672182,151.533824326,151.101962606,151.392749497,151.513968615,151.376567093
285,-1,148.322163031,148.312235176,147.721527766,148.103750208,148.351946598,148.50582836,148.391658021,147.776130972,147.845625961,148.004471651,148.064038785,147.994543796,148.30230732,148.322163031,148.669637978,148.560431566,148.699421545,150.972900483,151.444672182,151.533824326
286,0,142.762563882,142.81220316,142.90155386,143.12989454,143.169605962,143.100110973,143.139822395,143.070327406,143.290328687,143.332323516,142.69803282,143.186979709,143.373127002,143.591539826,143.785133011,143.844700145,143.814916578,143.7652773,143.904267278,143.209317385
287,1,142.375377512,141.769778319,141.551365495,141.571221207,141.501726217,141.561293351,141.323024816,141.670499763,141.968335432,141.968335432,142.1768204,140.861379529,140.508940655,141.273385538,140.826632035,140.871605221,140.935838447,140.439445665,138.900628044,138.424190252
288,0,141.978362566,141.938551865,141.834309381,142.032866493,141.978263287,141.918696153,141.869056875,141.829345453,141.779706175,141.15425127,141.352808383,140.826632035,140.896127024,141.094684137,142.891626005,143.402910569,143.388018786,143.028134019,142.550802721,142.375377512
289,-1,142.405161079,143.010760272,142.14932024,142.251279317,141.978362566,141.938551865,141.834309381,142.032866493,141.978263287,141.918696153,141.869056875,141.829345453,141.779706175,141.15425127,141.352808383,140.826632035,140.896127024,141.094684137,142.891626005,143.402910569
290,0,139.982764307,139.992692162,140.121754285,139.833846472,138.096471738,137.848275347,137.987265326,138.443946685,140.131185748,138.116327449,139.287814413,139.377264392,138.84106091,139.89450567,140.146573924,140.945766302,141.114539848,141.104611992,141.462014795,141.462014795
291,1,138.404235262,138.13618316,138.672287364,138.801349487,138.463802396,138.543225241,138.692143075,138.811277343,139.526281505,140.513904583,140.916975521,140.970585941,140.970585941,140.082042863,139.982764307,139.992692162,140.121754285,139.833846472,138.096471738,137.848275347
292,0,137.520556833,137.560367534,137.942589976,138.185822439,138.20567815,138.20567815,138.404235262,138.13618316,138.672287364,138.801349487,138.463802396,138.543225241,138.692143075,138.811277343,139.526281505,140.513904583,140.916975521,140.970585941,140.970585941,140.082042863
293,-1,138.106399594,138.234468931,137.520556833,137.560367534,137.942589976,138.185822439,138.20567815,138.20567815,138.404235262,138.13618316,138.672287364,138.801349487,138.463802396,138.543225241,138.692143075,138.811277343,139.526281505,140.513904583,140.916975521,140.970585941
294,0,141.035117003,141.610932629,141.501726217,141.521581928,141.491798362,141.551365495,140.598291355,140.479157088,140.578435644,140.508940655,140.965622013,139.714712205,138.106399594,138.234468931,137.520556833,137.560367534,137.942589976,138.185822439,138.20567815,138.20567815
295,1,139.516155092,139.049545878,139.302110525,139.407941466,140.330239254,141.035117003,141.610932629,141.501726217,141.521581928,141.491798362,141.551365495,140.598291355,140.479157088,140.578435644,140.508940655,140.965622013,139.714712205,138.106399594,138.234468931,137.520556833
296,0,141.005234157,140.935838447,141.054972714,141.372664094,142.534223202,142.564006769,142.2661711,141.829345453,141.799561886,142.921409572,143.149750251,142.385404646,142.370413584,142.117253266,142.906021395,141.809489742,141.918696153,142.166892544,142.10732541,142.33566609
297,-1,142.196676111,142.057686132,143.179533818,143.06039955,143.119966684,142.792347448,143.010760272,143.541900548,143.859591928,144.480082905,144.186317657,144.251742225,144.360948637,144.777918573,144.837485707,144.926836408,145.055898531,145.19488851,146.14796265,146.485509741
298,0,142.693068892,142.415088935,142.802275304,141.720139041,141.47194265,141.181949988,141.332952672,140.479157088,141.938551865,141.869056875,141.878984731,141.849201164,141.958407576,143.507153053,143.487297342,143.457513775,143.268884518,142.832058871,143.07757474,141.983227215
299,1,145.343806344,145.711236281,145.065826386,145.095510675,144.976475686,144.817629996,144.936764263,144.797774285,144.708423584,143.199389529,143.040543839,143.189461673,142.693068892,142.415088935,142.802275304,141.720139041,141.47194265,141.181949988,141.332952672,140.479157088
300,0,155.619136915,155.837549739,155.92690044,154.834836321,153.008110886,153.206767277,153.216695133,153.58889044,153.623737213,154.00079717,153.941329315,153.981040737,153.852077893,153.881762181,153.335730122,153.673277213,153.832122903,154.010824304,154.259020695,154.170861337
301,-1,153.221559782,152.779770207,152.870610086,152.740058784,153.077705154,152.95350768,153.196740143,153.107389442,153.186812287,153.166956576,153.176884432,153.573998657,153.097461587,153.196740143,153.564070801,153.832122903,154.591603858,154.90433131,154.695846342,155.961647934
302,0,147.428656025,147.408800314,147.567646004,147.676852416,147.756275261,147.706635983,147.776130972,149.68724318,150.814054793,151.399698996,151.871470696,152.298269209,151.946028891,151.995469612,151.856479634,151.975613901,151.866407489,151.806840356,152.333016704,151.965686046
303,1,147.0315418,147.200315346,147.259882479,147.240026768,146.962046811,147.071253223,147.259882479,147.016650017,146.674138998,146.485509741,146.515293308,146.535149019,146.485509741,146.515293308,147.041469656,147.230098913,147.200315346,146.952118955,146.842912543,146.118179083
304,0,148.957545791,148.669637978,148.6199987,148.451225154,148.411513732,149.493649995,148.907906513,148.749060823,148.481008721,148.565296216,148.659710123,148.550503711,148.570359422,148.5704587,148.530647999,148.500864433,149.106463626,149.076680059,149.066752203,148.739132968
305,-1,147.468367448,147.577573859,147.398872458,147.563377026,148.391658021,148.808131564,148.745685352,148.82351974,148.946724429,148.6199987,148.580287278,148.629926556,148.669637978,148.649782267,148.957545791,148.669637978,148.6199987,148.451225154,148.411513732,149.493649995
306,0,145.373589911,145.423229189,145.4430849,146.277024773,146.425942607,146.803896071,146.286952628,146.82802076,146.680790661,146.892452543,147.120892501,147.081280357,147.120892501,147.130820356,147.240026768,147.756275261,147.448511736,147.468367448,147.577573859,147.398872458
307,1,148.91773509,148.729205112,148.689493689,149.275237171,149.295092883,149.553217129,149.225597893,148.897978658,148.674601906,148.212956619,147.388944603,147.596337507,147.101036789,146.922335388,145.304094921,145.184960654,145.28423921,145.383517766,145.304094921,143.576648043
308,0,150.575786258,149.622712118,149.493649995,149.692207107,149.801413519,149.344732161,149.424155006,150.009898487,149.071716131,148.152595257,148.411513732,148.952581863,149.146175048,148.768916534,148.91773509,148.729205112,148.689493689,149.275237171,149.295092883,149.553217129
309,-1,147.915120951,147.905193095,147.786058828,147.845625961,147.66692456,147.617285282,147.408800314,147.408800314,147.428656025,147.567646004,146.023864454,147.254918552,148.41647766,149.419886028,149.41422715,150.034718127,150.347445579,150.258094878,150.198527744,150.575786258
310,0,143.836652585,143.539264606,143.856478451,144.210964922,144.47901062,144.936988108,144.590035466,144.609861331,144.609861331,144.560296668,144.67925186,145.392983009,145.373157144,145.224463155,145.521851134,145.298810149,144.67925186,144.748741517,144.753004078,144.480993207
311,1,147.9108679,148.000084293,147.990171361,147.960432563,147.405308335,147.653131651,147.752260977,147.970345495,148.039636895,147.355743672,146.136452957,145.080725631,144.788294119,144.708990657,145.779587382,145.502025268,144.223256958,143.162573166,142.994053311,142.448842016
312,0,147.152528553,147.276440211,147.00879103,146.889835838,146.988965164,146.979052232,146.314885745,146.661838387,146.354537475,147.058355693,146.870009973,148.188430014,148.039736024,148.198342946,147.781999775,148.049648957,148.178517081,147.692783382,147.9108679,148.000084293
313,-1,145.928281372,146.38923274,146.57757846,146.810532377,146.86009704,147.137659154,147.152528553,147.276440211,147.00879103,146.889835838,146.988965164,146.979052232,146.314885745,146.661838387,146.354537475,147.058355693,146.870009973,148.188430014,148.039736024,148.198342946
314,0,144.946901041,144.728816523,144.480993207,144.748642388,144.024998305,144.446297942,144.157732473,143.76527947,144.015085373,144.168735829,144.124127632,144.124127632,144.124127632,144.064650036,144.084475901,144.38186388,144.431428544,144.431428544,144.411602678,144.837858782
315,1,147.308161595,146.05219303,146.414015071,146.394189206,145.259158419,145.115420896,144.917162243,144.738729455,144.669338927,144.649513062,143.856478451,143.975433642,143.955607777,142.438929083,142.756142928,140.808251664,141.78606334,142.107539745,140.844731256,140.664514141
316,0,146.701490118,147.187223817,146.998878097,147.00879103,147.00879103,146.780793579,147.058355693,147.04844276,147.405308335,147.484611796,147.563915257,147.702696314,147.308161595,146.05219303,146.414015071,146.394189206,145.259158419,145.115420896,144.917162243,144.738729455
317,-1,144.38186388,144.431428544,144.183605228,146.166191755,146.681664252,146.71140305,147.326004874,147.117833289,147.058355693,148.018324089,146.726272449,147.633305786,147.65917854,148.011979813,147.9108679,147.960432563,148.128952418,148.188430014,148.208255879,148.644424915
318,0,143.846565518,143.797000855,143.806913787,144.262908689,144.282734554,144.084475901,144.510732005,144.837858782,143.370546493,143.726916421,143.588829269,143.448660402,143.142747301,143.483157407,143.25178956,143.311267155,143.172486098,143.202224896,143.152660233,143.152660233
319,1,141.953195384,142.151454037,142.885011052,142.191105767,142.657013601,142.696665332,143.10309557,143.098139104,143.331093021,143.450048212,143.331093021,143.459961145,143.499612876,140.96190212,141.041205581,141.239464234,140.515820151,140.456342555,140.733904669,140.347300296
320,0,141.417897021,141.606242742,141.566591011,141.953195384,142.151454037,142.885011052,142.191105767,142.657013601,142.696665332,143.10309557,143.098139104,143.331093021,143.450048212,143.331093021,143.459961145,143.499612876,140.96190212,141.041205581,141.239464234,140.515820151
321,-1,140.753730535,140.763643467,140.902424524,140.823121063,141.417897021,141.606242742,141.566591011,141.953195384,142.151454037,142.885011052,142.191105767,142.657013601,142.696665332,143.10309557,143.098139104,143.331093021,143.450048212,143.331093021,143.459961145,143.499612876
322,0,124.803821919,124.902951246,124.84347365,124.774083121,124.863299515,125.200339225,125.279642686,125.388684945,125.725724655,125.824853981,125.919026841,126.0280691,125.507640137,125.720768188,125.603993842,126.17676309,125.636508261,125.5572048,125.5572048,125.626595328
323,1,123.881919184,123.931483847,123.990961443,123.802615723,123.534966541,122.930277651,122.989755246,123.158275101,122.543673278,122.855930656,122.632889671,122.603150873,122.821334521,122.563499143,122.464369817,122.394979288,122.504021547,122.464369817,122.464369817,122.375153423
324,0,124.764170189,124.793908987,124.942702105,124.992167639,125.002080572,125.180513359,124.625389132,124.486608075,124.367652883,124.080177837,124.104960168,124.199133028,123.782789857,123.989177115,123.525053609,123.485401878,123.564705339,123.584531205,123.525053609,124.159481298
325,-1,124.803821919,125.398597878,125.170600427,125.021906437,125.101209898,125.552248333,126.421909914,126.429542872,126.330413546,126.49021002,126.652583856,126.003286768,125.973547971,125.963635038,126.092503162,126.181719556,126.756669649,126.736843784,126.578236862,126.776495514
326,0,126.439455805,126.241197152,126.508846333,126.379978209,126.83597311,126.766582582,125.93389624,125.278750522,124.660084396,124.491564541,124.783996054,124.860920411,124.337914085,124.258610624,124.288349422,124.278436489,124.218958894,124.803821919,125.398597878,125.170600427
327,1,126.31058768,126.320500613,126.27093595,126.439455805,126.241197152,126.508846333,126.379978209,126.83597311,126.766582582,125.93389624,125.278750522,124.660084396,124.491564541,124.783996054,124.860920411,124.337914085,124.258610624,124.288349422,124.278436489,124.218958894
328,0,124.744344323,125.259816821,125.938852706,125.864505712,126.047894965,126.419629939,126.201545421,126.31058768,126.320500613,126.27093595,126.439455805,126.241197152,126.508846333,126.379978209,126.83597311,126.766582582,125.93389624,125.278750522,124.660084396,124.491564541
329,-1,123.178100967,123.197926832,123.782789857,123.94139678,124.456869277,124.744344323,125.259816821,125.938852706,125.864505712,126.047894965,126.419629939,126.201545421,126.31058768,126.320500613,126.27093595,126.439455805,126.241197152,126.508846333,126.379978209,126.83597311
330,0,125.175556893,125.170600427,124.942602976,124.544301343,123.762963992,123.584531205,123.554792407,123.584531205,123.316882023,122.36524049,122.117417174,122.335501692,121.978636117,121.968822314,122.276024096,122.543673278,122.821334521,122.910451785,123.178100967,122.870800055
331,1,126.211458354,126.042938499,125.844679846,125.735637587,125.438249608,125.572074199,125.175556893,125.170600427,124.942602976,124.544301343,123.762963992,123.584531205,123.554792407,123.584531205,123.316882023,122.36524049,122.117417174,122.335501692,121.978636117,121.968822314
332,0,125.297485965,125.656334126,125.418423743,126.037982033,126.112329028,126.419629939,126.340326478,126.439455805,126.4989334,126.4989334,126.677366188,126.052851432,125.894244509,125.646421194,125.626595328,125.805028116,124.932789173,124.893038313,124.6006068,124.496521007
333,-1,123.733225194,123.75305106,123.703486396,123.94139678,125.200339225,125.388684945,125.349033214,125.36885908,125.398597878,125.297485965,125.656334126,125.418423743,126.037982033,126.112329028,126.419629939,126.340326478,126.439455805,126.4989334,126.4989334,126.677366188
334,0,121.701074003,121.750638667,121.334196366,121.373947226,121.681248138,121.720899869,120.987342853,121.036907517,121.185601506,122.17689477,122.494108614,124.258610624,124.912963308,123.807572189,123.94139678,123.60435707,124.298262355,123.852180386,123.733225194,123.75305106
335,1,124.555998603,124.526259805,124.625389132,124.109916635,124.040526106,123.911657982,124.100003702,123.009581112,122.895582386,122.058038708,121.74270832,122.02820078,121.641596408,121.701074003,121.750638667,121.334196366,121.373947226,121.681248138,121.720899869,120.987342853
336,0,123.445750148,122.622976739,121.929071454,123.622695995,123.158275101,124.040526106,123.871510605,124.829595544,124.640258531,124.754257256,124.555998603,124.555998603,124.526259805,124.625389132,124.109916635,124.040526106,123.911657982,124.100003702,123.009581112,122.895582386
