Date,AAPL
2016-11-03,25.696107864379883
2016-11-04,25.46448516845703
2016-11-07,25.831811904907227
2016-11-08,25.983884811401367
2016-11-09,25.941776275634766
2016-11-10,25.218828201293945
2016-11-11,25.36856460571289
2016-11-14,24.73218536376953
2016-11-15,25.059736251831055
2016-11-16,25.73354148864746
2016-11-17,25.724180221557617
2016-11-18,25.749919891357422
2016-11-21,26.140642166137695
2016-11-22,26.157011032104492
2016-11-23,26.02366065979004
2016-11-25,26.154682159423828
2016-11-28,26.103206634521484
2016-11-29,26.07746696472168
2016-11-30,25.857545852661133
2016-12-01,25.616561889648438
2016-12-02,25.71249008178711
2016-12-05,25.527664184570312
2016-12-06,25.724180221557617
2016-12-07,25.976865768432617
2016-12-08,26.231887817382812
2016-12-09,26.660036087036133
2016-12-12,26.50796127319336
2016-12-13,26.950151443481445
2016-12-14,26.950151443481445
2016-12-15,27.09754753112793
2016-12-16,27.132640838623047
2016-12-19,27.289396286010742
2016-12-20,27.361923217773438
2016-12-21,27.387659072875977
2016-12-22,27.20750617980957
2016-12-23,27.261316299438477
2016-12-27,27.4344539642334
2016-12-28,27.317472457885742
2016-12-29,27.310453414916992
2016-12-30,27.09754753112793
2017-01-03,27.17475700378418
2017-01-04,27.14434242248535
2017-01-05,27.282377243041992
2017-01-06,27.586536407470703
2017-01-09,27.839204788208008
2017-01-10,27.867280960083008
2017-01-11,28.01702117919922
2017-01-12,27.900041580200195
2017-01-13,27.850900650024414
2017-01-17,28.075515747070312
2017-01-18,28.073171615600586
2017-01-19,28.02404022216797
2017-01-20,28.075515747070312
2017-01-23,28.09423065185547
2017-01-24,28.0684871673584
2017-01-25,28.515357971191406
2017-01-26,28.529399871826172
2017-01-27,28.531734466552734
2017-01-30,28.45686912536621
2017-01-31,28.391359329223633
2017-02-01,30.122682571411133
2017-02-02,30.07121467590332
2017-02-03,30.199892044067383
2017-02-06,30.48298454284668
2017-02-07,30.773099899291992
2017-02-08,30.89242172241211
2017-02-09,31.115638732910156
2017-02-10,31.04515266418457
2017-02-13,31.320072174072266
2017-02-14,31.726581573486328
2017-02-15,31.841718673706055
2017-02-16,31.804136276245117
2017-02-17,31.891061782836914
2017-02-21,32.12134552001953
2017-02-22,32.21768569946289
2017-02-23,32.08140182495117
2017-02-24,32.1119499206543
2017-02-27,32.17539596557617
2017-02-28,32.18948745727539
2017-03-01,32.84742736816406
2017-03-02,32.652400970458984
2017-03-03,32.84508514404297
2017-03-06,32.74169158935547
2017-03-07,32.78398132324219
2017-03-08,32.66179275512695
2017-03-09,32.58659744262695
2017-03-10,32.69469451904297
2017-03-13,32.70880126953125
2017-03-14,32.65945053100586
2017-03-15,33.00486373901367
2017-03-16,33.058902740478516
2017-03-17,32.8944206237793
2017-03-20,33.239837646484375
2017-03-21,32.85917282104492
2017-03-22,33.23044204711914
2017-03-23,33.112953186035156
2017-03-24,33.04716110229492
2017-03-27,33.10355758666992
2017-03-28,33.78968811035156
2017-03-29,33.864871978759766
2017-03-30,33.82023239135742
2017-03-31,33.75678253173828
2017-04-03,33.76618576049805
2017-04-04,34.01761245727539
2017-04-05,33.84138870239258
2017-04-06,33.75678253173828
2017-04-07,33.68159103393555
2017-04-10,33.64164733886719
2017-04-11,33.279781341552734
2017-04-12,33.319725036621094
2017-04-13,33.14350509643555
2017-04-17,33.32677459716797
2017-04-18,33.17874526977539
2017-04-19,33.05656433105469
2017-04-20,33.470115661621094
2017-04-21,33.430171966552734
2017-04-24,33.7520866394043
2017-04-25,33.961219787597656
2017-04-26,33.76148986816406
2017-04-27,33.78733825683594
2017-04-28,33.75443649291992
2017-05-01,34.44292068481445
2017-05-02,34.66145324707031
2017-05-03,34.55571365356445
2017-05-04,34.431175231933594
2017-05-05,35.002174377441406
2017-05-08,35.953819274902344
2017-05-09,36.18410873413086
2017-05-10,36.012569427490234
2017-05-11,36.324012756347656
2017-05-12,36.831302642822266
2017-05-15,36.73692321777344
2017-05-16,36.682655334472656
2017-05-17,35.45101547241211
2017-05-18,35.99132537841797
2017-05-19,36.114017486572266
2017-05-22,36.333457946777344
2017-05-23,36.28861999511719
2017-05-24,36.18008041381836
2017-05-25,36.305137634277344
2017-05-26,36.24378967285156
2017-05-30,36.25794982910156
2017-05-31,36.04323959350586
2017-06-01,36.142333984375
2017-06-02,36.67793273925781
2017-06-05,36.31930160522461
2017-06-06,36.44198989868164
2017-06-07,36.65906524658203
2017-06-08,36.56940460205078
2017-06-09,35.151363372802734
2017-06-12,34.3114013671875
2017-06-13,34.58745193481445
2017-06-14,34.25004196166992
2017-06-15,34.044769287109375
2017-06-16,33.56815719604492
2017-06-19,34.52846145629883
2017-06-20,34.21464538574219
2017-06-21,34.417579650878906
2017-06-22,34.36093521118164
2017-06-23,34.51429748535156
2017-06-26,34.405765533447266
2017-06-27,33.912635803222656
2017-06-28,34.40812683105469
2017-06-29,33.900848388671875
2017-06-30,33.9810676574707
2017-07-03,33.85836410522461
2017-07-05,33.997581481933594
2017-07-06,33.67668914794922
2017-07-07,34.0188102722168
2017-07-10,34.22645568847656
2017-07-11,34.33735275268555
2017-07-12,34.38690185546875
2017-07-13,34.8658561706543
2017-07-14,35.1655158996582
2017-07-17,35.288211822509766
2017-07-18,35.4109001159668
2017-07-19,35.6327018737793
2017-07-20,35.47224807739258
2017-07-21,35.45573043823242
2017-07-24,35.88515853881836
2017-07-25,36.03852081298828
2017-07-26,36.20840072631836
2017-07-27,35.52415466308594
2017-07-28,35.2740592956543
2017-07-31,35.09237289428711
2017-08-01,35.40382766723633
2017-08-02,37.07667922973633
2017-08-03,36.70625686645508
2017-08-04,36.89971923828125
2017-08-07,37.470726013183594
2017-08-08,37.77037048339844
2017-08-09,38.00159454345703
2017-08-10,36.79117965698242
2017-08-11,37.302818298339844
2017-08-14,37.86421585083008
2017-08-15,38.278743743896484
2017-08-16,38.1247673034668
2017-08-17,37.39283752441406
2017-08-18,37.30757141113281
2017-08-21,37.23887252807617
2017-08-22,37.84762954711914
2017-08-23,37.895015716552734
2017-08-24,37.726829528808594
2017-08-25,37.86658477783203
2017-08-28,38.24795150756836
2017-08-29,38.589046478271484
2017-08-30,38.693275451660156
2017-08-31,38.84723663330078
2017-09-01,38.85907745361328
2017-09-05,38.39244079589844
2017-09-06,38.3521728515625
2017-09-07,38.19820022583008
2017-09-08,37.575225830078125
2017-09-11,38.25504684448242
2017-09-12,38.10345458984375
2017-09-13,37.816829681396484
2017-09-14,37.49231719970703
2017-09-15,37.87131881713867
2017-09-18,37.5847053527832
2017-09-19,37.598907470703125
2017-09-20,36.968833923339844
2017-09-21,36.334014892578125
2017-09-22,35.978702545166016
2017-09-25,35.661293029785156
2017-09-26,36.2747917175293
2017-09-27,36.532981872558594
2017-09-28,36.307952880859375
2017-09-29,36.506927490234375
2017-10-02,36.43349838256836
2017-10-03,36.59219741821289
2017-10-04,36.35533142089844
2017-10-05,36.80775451660156
2017-10-06,36.786434173583984
2017-10-09,36.91435623168945
2017-10-10,36.928558349609375
2017-10-11,37.0825309753418
2017-10-12,36.95225143432617
2017-10-13,37.18675994873047
2017-10-16,37.87131881713867
2017-10-17,38.01106643676758
2017-10-18,37.8428840637207
2017-10-19,36.947513580322266
2017-10-20,37.01145553588867
2017-10-23,36.99251937866211
2017-10-24,37.21281051635742
2017-10-25,37.04935836791992
2017-10-26,37.28623962402344
2017-10-27,38.6222038269043
2017-10-30,39.491539001464844
2017-10-31,40.041080474853516
2017-11-01,39.53179931640625
2017-11-02,39.82079315185547
2017-11-03,40.86066436767578
2017-11-06,41.27519607543945
2017-11-07,41.4078369140625
2017-11-08,41.7465705871582
2017-11-09,41.66128921508789
2017-11-10,41.523414611816406
2017-11-13,41.35700225830078
2017-11-14,40.73179244995117
2017-11-15,40.19453430175781
2017-11-16,40.674739837646484
2017-11-17,40.44889450073242
2017-11-20,40.408485412597656
2017-11-21,41.159698486328125
2017-11-22,41.592350006103516
2017-11-24,41.59473419189453
2017-11-27,41.38553237915039
2017-11-28,41.1430549621582
2017-11-29,40.28962326049805
2017-11-30,40.853031158447266
2017-12-01,40.662845611572266
2017-12-04,40.36569595336914
2017-12-05,40.327659606933594
2017-12-06,40.177894592285156
2017-12-07,40.2515869140625
2017-12-08,40.26346206665039
2017-12-11,41.0479736328125
2017-12-12,40.8173713684082
2017-12-13,40.952877044677734
2017-12-14,40.94098663330078
2017-12-15,41.35700225830078
2017-12-18,41.93943405151367
2017-12-19,41.49250793457031
2017-12-20,41.44734191894531
2017-12-21,41.60424041748047
2017-12-22,41.60424041748047
2017-12-26,40.548744201660156
2017-12-27,40.555877685546875
2017-12-28,40.669986724853516
2017-12-29,40.230194091796875
2018-01-02,40.95048522949219
2018-01-03,40.943359375
2018-01-04,41.133544921875
2018-01-05,41.60186004638672
2018-01-08,41.44734191894531
2018-01-09,41.44258499145508
2018-01-10,41.433074951171875
2018-01-11,41.668426513671875
2018-01-12,42.09870147705078
2018-01-16,41.884769439697266
2018-01-17,42.5765380859375
2018-01-18,42.61456298828125
2018-01-19,42.42438888549805
2018-01-22,42.077308654785156
2018-01-23,42.08682632446289
2018-01-24,41.41644287109375
2018-01-25,40.67711639404297
2018-01-26,40.77219772338867
2018-01-29,39.92827606201172
2018-01-30,39.69293212890625
2018-01-31,39.80228042602539
2018-02-01,39.88548278808594
2018-02-02,38.15484619140625
2018-02-05,37.201576232910156
2018-02-06,38.756290435791016
2018-02-07,37.92664337158203
2018-02-08,36.883018493652344
2018-02-09,37.33415985107422
2018-02-12,38.83793640136719
2018-02-13,39.226993560791016
2018-02-14,39.95024108886719
2018-02-15,41.29169845581055
2018-02-16,41.15803527832031
2018-02-20,41.019588470458984
2018-02-21,40.833412170410156
2018-02-22,41.174739837646484
2018-02-23,41.89082717895508
2018-02-26,42.71909713745117
2018-02-27,42.58064651489258
2018-02-28,42.51619338989258
2018-03-01,41.77147674560547
2018-03-02,42.060306549072266
2018-03-05,42.20589828491211
2018-03-06,42.17008590698242
2018-03-07,41.77863693237305
2018-03-08,42.23454666137695
2018-03-09,42.960174560546875
2018-03-12,43.3754997253418
2018-03-13,42.957786560058594
2018-03-14,42.59259033203125
2018-03-15,42.64271545410156
2018-03-16,42.49232482910156
2018-03-19,41.84309768676758
2018-03-20,41.828765869140625
2018-03-21,40.88114929199219
2018-03-22,40.30351257324219
2018-03-23,39.37021255493164
2018-03-26,41.23918914794922
2018-03-27,40.181785583496094
2018-03-28,39.737796783447266
2018-03-29,40.048099517822266
2018-04-02,39.7855339050293
2018-04-03,40.193702697753906
2018-04-04,40.962310791015625
2018-04-05,41.24635314941406
2018-04-06,40.191322326660156
2018-04-09,40.58993911743164
2018-04-10,41.3537712097168
2018-04-11,41.160423278808594
2018-04-12,41.566200256347656
2018-04-13,41.70703887939453
2018-04-16,41.967220306396484
2018-04-17,42.54485321044922
2018-04-18,42.44936752319336
2018-04-19,41.24635314941406
2018-04-20,39.556392669677734
2018-04-23,39.441829681396484
2018-04-24,38.892826080322266
2018-04-25,39.06229782104492
2018-04-26,39.1983528137207
2018-04-27,38.744834899902344
2018-04-30,39.446590423583984
2018-05-01,40.36317825317383
2018-05-02,42.14622497558594
2018-05-03,42.22261428833008
2018-05-04,43.879146575927734
2018-05-07,44.19660949707031
2018-05-08,44.409053802490234
2018-05-09,44.721736907958984
2018-05-10,45.36144256591797
2018-05-11,45.18891143798828
2018-05-14,45.0834846496582
2018-05-15,44.67375564575195
2018-05-16,45.090667724609375
2018-05-17,44.8055419921875
2018-05-18,44.64259338378906
2018-05-21,44.95888137817383
2018-05-22,44.84626770019531
2018-05-23,45.13380432128906
2018-05-24,45.0834846496582
2018-05-25,45.186527252197266
2018-05-29,45.02358627319336
2018-05-30,44.92774200439453
2018-05-31,44.77677536010742
2018-06-01,45.584285736083984
2018-06-04,45.96525955200195
2018-06-05,46.319889068603516
2018-06-06,46.480438232421875
2018-06-07,46.355831146240234
2018-06-08,45.934104919433594
2018-06-11,45.821502685546875
2018-06-12,46.07309341430664
2018-06-13,45.69449996948242
2018-06-14,45.71846389770508
2018-06-15,45.24882507324219
2018-06-18,45.22486114501953
2018-06-19,44.49403762817383
2018-06-20,44.68812561035156
2018-06-21,44.438926696777344
2018-06-22,44.30952835083008
2018-06-25,43.65058517456055
2018-06-26,44.192108154296875
2018-06-27,44.12742614746094
2018-06-28,44.448509216308594
2018-06-29,44.35505676269531
2018-07-02,44.85105895996094
2018-07-03,44.069915771484375
2018-07-05,44.42454528808594
2018-07-06,45.04035568237305
2018-07-09,45.66575241088867
2018-07-10,45.610633850097656
2018-07-11,45.01879119873047
2018-07-12,45.77357482910156
2018-07-13,45.845458984375
2018-07-16,45.74482727050781
2018-07-17,45.87420654296875
2018-07-18,45.622615814208984
2018-07-19,45.97724151611328
2018-07-20,45.87181091308594
2018-07-23,45.91255569458008
2018-07-24,46.2456169128418
2018-07-25,46.68171310424805
2018-07-26,46.53554153442383
2018-07-27,45.761592864990234
2018-07-30,45.505210876464844
2018-07-31,45.59626007080078
2018-08-01,48.28233337402344
2018-08-02,49.69367599487305
2018-08-03,49.837440490722656
2018-08-06,50.09621810913086
2018-08-07,49.6265754699707
2018-08-08,49.66012954711914
2018-08-09,50.050689697265625
2018-08-10,49.9016227722168
2018-08-13,50.22382354736328
2018-08-14,50.435428619384766
2018-08-15,50.553253173828125
2018-08-16,51.293846130371094
2018-08-17,52.31818771362305
2018-08-20,51.80842590332031
2018-08-21,51.70742416381836
2018-08-22,51.70983123779297
2018-08-23,51.81563949584961
2018-08-24,51.976749420166016
2018-08-27,52.40475082397461
2018-08-28,52.82795333862305
2018-08-29,53.61663818359375
2018-08-30,54.10957717895508
2018-08-31,54.73476028442383
2018-09-04,54.91029357910156
2018-09-05,54.55201721191406
2018-09-06,53.64550018310547
2018-09-07,53.212684631347656
2018-09-10,52.4985237121582
2018-09-11,53.82583999633789
2018-09-12,53.15736770629883
2018-09-13,54.44140625
2018-09-14,53.823429107666016
2018-09-17,52.39032745361328
2018-09-18,52.476890563964844
2018-09-19,52.50814437866211
2018-09-20,52.907291412353516
2018-09-21,52.33742141723633
2018-09-24,53.09004592895508
2018-09-25,53.42668914794922
2018-09-26,53.00107192993164
2018-09-27,54.090335845947266
2018-09-28,54.280296325683594
2018-10-01,54.64579391479492
2018-10-02,55.13151550292969
2018-10-03,55.8023796081543
2018-10-04,54.82132339477539
2018-10-05,53.931644439697266
2018-10-08,53.80660629272461
2018-10-09,54.55201721191406
2018-10-10,52.02482986450195
2018-10-11,51.56556701660156
2018-10-12,53.40744400024414
2018-10-15,52.265289306640625
2018-10-16,53.417076110839844
2018-10-17,53.18622970581055
2018-10-18,51.943077087402344
2018-10-19,52.73417663574219
2018-10-22,53.05637741088867
2018-10-23,53.5565299987793
2018-10-24,51.719459533691406
2018-10-25,52.85200119018555
2018-10-26,52.010414123535156
2018-10-29,51.03416442871094
2018-10-30,51.28904724121094
2018-10-31,52.62596130371094
2018-11-01,53.43389892578125
2018-11-02,49.88958740234375
2018-11-05,48.47331619262695
2018-11-06,48.99750900268555
2018-11-07,50.483516693115234
2018-11-08,50.307369232177734
2018-11-09,49.33736801147461
2018-11-12,46.85203552246094
2018-11-13,46.383934020996094
2018-11-14,45.07371139526367
2018-11-15,46.186073303222656
2018-11-16,46.697608947753906
2018-11-19,44.846893310546875
2018-11-20,42.70420455932617
2018-11-21,42.655941009521484
2018-11-23,41.57253646850586
2018-11-26,42.134742736816406
2018-11-27,42.043052673339844
2018-11-28,43.659725189208984
2018-11-29,43.3243293762207
2018-11-30,43.090274810791016
2018-12-03,44.595947265625
2018-12-04,42.63423156738281
2018-12-06,42.158878326416016
2018-12-07,40.65562057495117
2018-12-10,40.9234504699707
2018-12-11,40.68939971923828
2018-12-12,40.80280303955078
2018-12-13,41.24919128417969
2018-12-14,39.929317474365234
2018-12-17,39.55772399902344
2018-12-18,40.07168960571289
2018-12-19,38.82178497314453
2018-12-20,37.842124938964844
2018-12-21,36.370235443115234
2018-12-24,35.4291877746582
2018-12-26,37.924163818359375
2018-12-27,37.67805099487305
2018-12-28,37.697349548339844
2018-12-31,38.061702728271484
2019-01-02,38.10513687133789
2019-01-03,34.30958938598633
2019-01-04,35.774234771728516
2019-01-07,35.694618225097656
2019-01-08,36.37506103515625
2019-01-09,36.992767333984375
2019-01-10,37.11101150512695
2019-01-11,36.74665069580078
2019-01-14,36.194091796875
2019-01-15,36.93486785888672
2019-01-16,37.386077880859375
2019-01-17,37.60807800292969
2019-01-18,37.8397102355957
2019-01-22,36.9903564453125
2019-01-23,37.13996505737305
2019-01-24,36.8455810546875
2019-01-25,38.06653594970703
2019-01-28,37.7142333984375
2019-01-29,37.3233528137207
2019-01-30,39.873817443847656
2019-01-31,40.16096115112305
2019-02-01,40.18026351928711
2019-02-04,41.32158660888672
2019-02-05,42.02857971191406
2019-02-06,42.043052673339844
2019-02-07,41.246795654296875
2019-02-08,41.29524612426758
2019-02-11,41.05776596069336
2019-02-12,41.41156005859375
2019-02-13,41.239505767822266
2019-02-14,41.38975524902344
2019-02-15,41.29767990112305
2019-02-19,41.421260833740234
2019-02-20,41.68781661987305
2019-02-21,41.45276641845703
2019-02-22,41.915618896484375
2019-02-25,42.220951080322266
2019-02-26,42.24517822265625
2019-02-27,42.376033782958984
2019-02-28,41.95923614501953
2019-03-01,42.4002685546875
2019-03-04,42.613521575927734
2019-03-05,42.535972595214844
2019-03-06,42.291221618652344
2019-03-07,41.801727294921875
2019-03-08,41.90106964111328
2019-03-11,43.352622985839844
2019-03-12,43.8397102355957
2019-03-13,44.0335693359375
2019-03-14,44.5230712890625
2019-03-15,45.102230072021484
2019-03-18,45.56266403198242
2019-03-19,45.201595306396484
2019-03-20,45.596588134765625
2019-03-21,47.27592468261719
2019-03-22,46.296913146972656
2019-03-25,45.73714065551758
2019-03-26,45.26459884643555
2019-03-27,45.67170333862305
2019-03-28,45.732295989990234
2019-03-29,46.03034973144531
2019-04-01,46.34295654296875
2019-04-02,47.016632080078125
2019-04-03,47.33893585205078
2019-04-04,47.42131805419922
2019-04-05,47.73876953125
2019-04-08,48.48999786376953
2019-04-09,48.34458923339844
2019-04-10,48.61600112915039
2019-04-11,48.2113151550293
2019-04-12,48.191925048828125
2019-04-15,48.279170989990234
2019-04-16,48.28401565551758
2019-04-17,49.224246978759766
2019-04-18,49.401145935058594
2019-04-22,49.56351089477539
2019-04-23,50.27837371826172
2019-04-24,50.20083236694336
2019-04-25,49.74525833129883
2019-04-26,49.50777816772461
2019-04-29,49.582889556884766
2019-04-30,48.62812042236328
2019-05-01,51.01506042480469
2019-05-02,50.68307113647461
2019-05-03,51.313133239746094
2019-05-06,50.52070999145508
2019-05-07,49.1588249206543
2019-05-08,49.168514251708984
2019-05-09,48.640235900878906
2019-05-10,47.96640396118164
2019-05-13,45.178619384765625
2019-05-14,45.8938102722168
2019-05-15,46.443580627441406
2019-05-16,46.23924255371094
2019-05-17,45.97652053833008
2019-05-20,44.5388298034668
2019-05-21,45.39268493652344
2019-05-22,44.46342849731445
2019-05-23,43.704444885253906
2019-05-24,43.536598205566406
2019-05-28,43.3565788269043
2019-05-29,43.14981460571289
2019-05-30,43.37361526489258
2019-05-31,42.5878791809082
2019-06-03,42.15730667114258
2019-06-04,43.6995849609375
2019-06-05,44.40503692626953
2019-06-06,45.05699157714844
2019-06-07,46.25627136230469
2019-06-10,46.8474006652832
2019-06-11,47.38987731933594
2019-06-12,47.239051818847656
2019-06-13,47.229312896728516
2019-06-14,46.88631820678711
2019-06-17,47.16608428955078
2019-06-18,48.27533721923828
2019-06-19,48.13425064086914
2019-06-20,48.521034240722656
2019-06-21,48.35562515258789
2019-06-24,48.30697250366211
2019-06-25,47.57474899291992
2019-06-26,48.60374450683594
2019-06-27,48.58915328979492
2019-06-28,48.14641571044922
2019-07-01,49.02946090698242
2019-07-02,49.31650161743164
2019-07-03,49.725189208984375
2019-07-05,49.681400299072266
2019-07-08,48.65726089477539
2019-07-09,48.95404815673828
2019-07-10,49.438140869140625
2019-07-11,49.07810974121094
2019-07-12,49.45515823364258
2019-07-15,49.919795989990234
2019-07-16,49.7470817565918
2019-07-17,49.46732711791992
2019-07-18,50.029266357421875
2019-07-19,49.282447814941406
2019-07-22,50.40875244140625
2019-07-23,50.80282974243164
2019-07-24,50.76148223876953
2019-07-25,50.36009979248047
2019-07-26,50.53525161743164
2019-07-29,51.007179260253906
2019-07-30,50.78823471069336
2019-07-31,51.82454299926758
